school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,Appleton Private,Holy Spirit Catholic School,017477,0000_0870,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Holy Spirit Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Casco Private,Holy Trinity School,011322,0000_1355,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Casco Private/Holy Trinity School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Malone Private,Holyland Catholic School,001708,0000_0447,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Malone Private/Holyland Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Hope Christian School Caritas,000948,0000_1703,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hope Christian School Caritas Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Hope Christian School Fidelis,001502,0000_1729,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hope Christian School Fidelis Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hope Christian School Fidelis All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Hope Christian School Fortis,000033,0000_1439,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hope Christian School Fortis Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Hope Christian School Prima,072001,0000_1315,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hope Christian School Prima Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Hope Christian School Semper,000766,0000_1656,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hope Christian School Semper Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Racine Private,Hope Christian School Via,001454,0000_1711,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Hope Christian School Via Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Hope Christian School Via All Students School Report Card 2024-25.pdf,both
2024-25,Eau Claire Private,Immaculate Conception Grade School,015143,0000_1390,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Eau Claire Private/Immaculate Conception Grade School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Greenville Private,Immanuel Evangelical Lutheran School,017819,0000_1503,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greenville Private/Immanuel Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Brookfield Private,Immanuel Lutheran School,000835,0000_1568,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Brookfield Private/Immanuel Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Brookfield Private/Immanuel Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Wisconsin Rapids Private,Immanuel Lutheran School,013441,0000_1560,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Rapids Private/Immanuel Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Rapids Private/Immanuel Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Verona Private,Impact Christian Academy,002235,0000_1911,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Verona Private/Impact Christian Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Verona Private/Impact Christian Academy All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Inst of Technology and Academics,001948,0000_1843,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Inst of Technology and Academics Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Inst of Technology and Academics All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Institute of Technology and Academics,000345,0000_1527,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Institute of Technology and Academics Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Institute of Technology and Academics All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Jo's Learning Academy,000843,0000_1684,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Jo's Learning Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Hales Corners Private,Journeys Lutheran School,001530,0000_1742,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hales Corners Private/Journeys Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Kenosha Private,Kenosha Christian Academy,002112,0000_1869,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Kenosha Christian Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Kenosha Christian Academy All Students School Report Card 2024-25.pdf,both
2024-25,Kenosha Private,Kenosha Lutheran Academy,003095,0000_0730,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Kenosha Lutheran Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Kenosha Lutheran Academy All Students School Report Card 2024-25.pdf,both
2024-25,Jackson Private,Kettle Moraine Lutheran High School,001446,0000_1630,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Jackson Private/Kettle Moraine Lutheran High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,King's Academy Christian School Inc,071119,0000_1221,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/King's Academy Christian School Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Wauwatosa Private,Kingdom Prep Lutheran High School,001729,0000_1774,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wauwatosa Private/Kingdom Prep Lutheran High School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wauwatosa Private/Kingdom Prep Lutheran High School All Students School Report Card 2024-25.pdf,both
2024-25,Hartland Private,Lake Country Lutheran High School,071018,0000_1214,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hartland Private/Lake Country Lutheran High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Lake Mills Private,Lakeside Lutheran High School,006780,0000_1640,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Mills Private/Lakeside Lutheran High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Watertown Private,Lebanon Lutheran School,002547,0000_1653,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Private/Lebanon Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Manitowoc Private,Legacy Christian School of Manitowoc,002308,0000_1952,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Manitowoc Private/Legacy Christian School of Manitowoc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Chippewa Falls Private,Liberty Christian School,015517,0000_1654,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Chippewa Falls Private/Liberty Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Madison Private,Lighthouse Christian School,073043,0000_1417,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Lighthouse Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,West Allis Private,Living Hope Lutheran School,004996,0000_0790,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Allis Private/Living Hope Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Jackson Private,Living Word Lutheran High School,072529,0000_1368,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Jackson Private/Living Word Lutheran High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oshkosh Private,Lourdes Academy Elementary,017172,0000_8015,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Lourdes Academy Elementary Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oshkosh Private,Lourdes Academy High,017167,0000_1665,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Lourdes Academy High Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oshkosh Private,Lourdes Academy Middle,017171,0000_7370,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Lourdes Academy Middle Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Onalaska Private,Luther High School,014791,0000_1670,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska Private/Luther High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Watertown Private,Luther Preparatory School,002399,0000_2042,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Private/Luther Preparatory School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Racine Private,Lutheran High School Association of Racine,005867,0000_2370,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Lutheran High School Association of Racine Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Lutheran High School Association of Racine All Students School Report Card 2024-25.pdf,both
2024-25,Madison Private,Madinah Academy of Madison,073044,0000_1418,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Madinah Academy of Madison Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Madinah Academy of Madison All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Malaika Early Learning Center,072756,0000_1374,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Malaika Early Learning Center Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Malaika Early Learning Center All Students School Report Card 2024-25.pdf,both
2024-25,Manitowoc Private,Manitowoc Lutheran High School,011436,0000_1730,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Manitowoc Private/Manitowoc Lutheran High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Watertown Private,Maranatha Baptist Academy,002398,0000_1740,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Private/Maranatha Baptist Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
